,Unnamed: 0,image_A_url,image_B_url,image_C_url,target,utterance,utterance_post
429,429,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2af78c0b040634e5881cd5e2fd8f0f3b/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/99ab3dce10653cb7f4525a0066419a00/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e2e7f45670fc5e369a6c869309041adb/image_p020_t337_r005.png,"[0, 0, 1]",The target lamp is sitting on a box like base.  It almost looks as though a table lamp is sitting atop a coffee table.,the target lamp is sitting on a box like base  it almost looks as though a table lamp is sitting atop a coffee table
430,430,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/11913615a1b732d435836c728d324152/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/7c8d71334a6bbe8eb3d57d6094a92e4e/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/6faa72d18f52d7172cd2160e449d45ae/image_p020_t337_r005.png,"[0, 0, 1]",Big round base with thin/wiry stem and with a small disk at the top.,big round base with thinwiry stem and with a small disk at the top
431,431,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1efd03d9264973c9f2098a9f7fc86999/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/94fdbb748526dae4ea2d70ab68cd1d2/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/87254ebbd9e57bb84dd6c3274cd9823/image_p020_t337_r005.png,"[0, 0, 1]",lamp with upside down cone on top,lamp with upside down cone on top
432,432,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1a5778ab63b3c558710629adc6653816/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3ccfbe8b56a3b181276206fae5d3c473/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/92c74371acbdc4b1b8e1b99345a5afd4/image_p020_t337_r005.png,"[0, 0, 1]",Choose the thinnest object which is very tall.,choose the thinnest object which is very tall
433,433,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/154c35bf29fa227df51f77a6d7299806/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/85f71a4724fa37c33d39d8012919dd25/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a833d2cae8fada7430f6e0ede20c4525/image_p020_t337_r005.png,"[0, 0, 1]",half cylinder top,half cylinder top
434,434,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3c012309d5c68153302ef84771572fcb/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/75db7c2c9adbf2bfae18328edc91fc39/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1c05f1a7125402ea4c135b40422475eb/image_p020_t337_r005.png,"[0, 0, 1]",lamp with thick base that is offset from the shaft,lamp with thick base that is offset from the shaft
435,435,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/9e49915157b79d911735ea0e092a805a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/b0871c4ac8505d9c3d39d8012919dd25/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/273314626729b1e973222d877df1ecac/image_p020_t337_r005.png,"[0, 0, 1]",a floor lamp with a round lamp shade; does not have an electrical cord trailing behind it,a floor lamp with a round lamp shade does not have an electrical cord trailing behind it
436,436,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/181ec75aca2de25f6dbdf247ab8522eb/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a138582b1d0b9cbb137af984a9f45d65/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/b1dc9ca886ac0cabb924fe739b83941e/image_p020_t337_r005.png,"[0, 0, 1]",Round table lamp with lampshade and base that have many angles - roughly octagonal in shape. Bottom of base tapers inward.,round table lamp with lampshade and base that have many angles  roughly octagonal in shape bottom of base tapers inward
437,437,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/35bc2c88e20e099db8bed6beeaf025b3/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c78f6882973e616d2102429c788ba90/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/fdcee8d924f3a8404d01f72347a40cbf/image_p020_t337_r005.png,"[0, 0, 1]",Cylindrical flashlight,cylindrical flashlight
438,438,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/101d0e7dbd07d8247dfd6bf7196ba84d/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2d9224be8cc6fdaa1050b055aafa6fb8/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ab999b20d88829d5efb94709f30ce0d2/image_p020_t337_r005.png,"[0, 0, 1]",Choose the tallest lamp with the flattest base.,choose the tallest lamp with the flattest base
439,439,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/204a4eb580e93c559d709998b2d6e774/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/9b0c6f3ee4a7965644b289cb940133b8/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/fa6b1702f7c1fa191b17743c18fb63dc/image_p020_t337_r005.png,"[0, 0, 1]",Small lamp.,small lamp
440,440,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/23040992da19679aaa7cb30470f3273c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/39262f1d1eb0678f71428d548481a9cc/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d0650b751034f567457ba044c28858b1/image_p020_t337_r005.png,"[0, 0, 1]",Hanging lamp shade with hexagonal shade,hanging lamp shade with hexagonal shade
441,441,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2e5a58c43539442a6858978be907b0c1/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/9b558be5e2b60e3eb09f0ca9c143fdfd/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d00157a022079bdef3655a2ce983ab1f/image_p020_t337_r005.png,"[0, 0, 1]",A tall standing lamp with no base,a tall standing lamp with no base
442,442,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/19acda4f74d91d908351668cf609c7df/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1e0bf9701623f02014038d588fd1342f/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/6d7aeaf3c1705cc5fda82f1d3dffb320/image_p020_t337_r005.png,"[0, 0, 1]",small desk lamp,small desk lamp
443,443,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/5614d1c24806ce0a8d1fe8cdc415f4c5/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d1dc19013dca2182536407ae4270b9be/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/12aa829de18f4e6ad5cb6d178687b980/image_p020_t337_r005.png,"[0, 0, 1]",A thin lamp with a shallow shade,a thin lamp with a shallow shade
444,444,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1eca42abff644eee57a48b78ff77644d/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/f228f6cd86162beb659dda512294c744/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/5428e217da1af02822a33e080d0e71c/image_p020_t337_r005.png,"[0, 0, 1]",Choose the object with a round shade and a round base.,choose the object with a round shade and a round base
445,445,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1edec15a9740c25edf85db41e3677c28/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/b6f69dd63be9146d14f1e0019ad6a8a8/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/b7716e735dc72358182649d086615bf/image_p020_t337_r005.png,"[0, 0, 1]",This lamp has a solid base and the light is in a rectangular shape and only as wide as the lamp post.,this lamp has a solid base and the light is in a rectangular shape and only as wide as the lamp post
446,446,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/15238270f4f59a011b17743c18fb63dc/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/cbea72b8621f99703394926146371698/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/53afad2e573b26b141657e31b569b105/image_p020_t337_r005.png,"[0, 0, 1]",The target lamp is a floor lamp with a very slim stem that is curved near the top.  The shade is domed like an egg cut in half.  The lightbulb inside the shade looks larger than a normal bulb.,the target lamp is a floor lamp with a very slim stem that is curved near the top  the shade is domed like an egg cut in half  the lightbulb inside the shade looks larger than a normal bulb
447,447,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a1d09074c83bbe418ca4aeb5e3b33af7/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a1f602d18e9c0f06733c22d8b8e1c33d/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/414d4397dddc0134fcb8d8c6d4df8143/image_p020_t337_r005.png,"[0, 0, 1]",hangs from two poles,hangs from two poles
448,448,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/16db10b6ee500ef94b3c42e318f3affc/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/79b93ef5e8928141a54a0acb16609d15/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c54d3a5a9c8a655e46407779dbd69b2d/image_p020_t337_r005.png,"[0, 0, 1]",The table lamp with the shade to the left of it. It has the smallest base of the three.,the table lamp with the shade to the left of it it has the smallest base of the three
449,449,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3e2d51c40b37c9c086052e834fbd2c4a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d21f149ace9ed2ffa3714990138052c2/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/397f450de4fc6fd4fcb8d8c6d4df8143/image_p020_t337_r005.png,"[0, 0, 1]",a four light chandelier,a four light chandelier
450,450,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/7bc1b202ebf000625949e084b65603cf/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c58b04ebb038758ba866d377a1785e37/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/28210d460a79e323322123314d92e1d/image_p020_t337_r005.png,"[0, 0, 1]","tappered cylinder shade, teepee base",tappered cylinder shade teepee base
451,451,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/cd389501a749d5b13b080c0097c00a32/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ce406a32bdc610198ca4aeb5e3b33af7/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/29a1afd3e6c25af71b17743c18fb63dc/image_p020_t337_r005.png,"[0, 0, 1]",The target tripod style lamp is very similar to the other two.  The shade on the target is large like one of the distractors.  When you compare the target to the other lamp with the same shade you can distinguish the target by the thinner legs.  So the target has a large shade and thinner legs.,the target tripod style lamp is very similar to the other two  the shade on the target is large like one of the distractors  when you compare the target to the other lamp with the same shade you can distinguish the target by the thinner legs  so the target has a large shade and thinner legs
452,452,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/20ddd6039bb61e97fa01175e0dff0063/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3deedc86a83bbf23f647dc544bb0ab61/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c9c2e5fc4d00db3acd99cc18cb18bf34/image_p020_t337_r005.png,"[0, 0, 1]",It is rectangular.,it is rectangular
453,453,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2b194d6bed8daa82c0b2dda5ff15ea28/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/9e7ae4e322a056b954cd2a0ea6cb618b/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ea7a5e58c0462957edf4c948f5a7c441/image_p020_t337_r005.png,"[0, 0, 1]",Choose the lamp that looks like a disco ball.,choose the lamp that looks like a disco ball
454,454,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/36943f6afca6cbf518134b529d13e79a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/fce6b0ca06f8a565b45df535caecae62/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/41fce4197aad78f76fab5a5e55726ee7/image_p020_t337_r005.png,"[0, 0, 1]",straight pole with one light on top,straight pole with one light on top
455,455,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/21bca6a33809c7f26f2deb6dd348d3c7/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/50a3d09ac90370ec9c48f338871146f5/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/15332cc15b3de2e7a4ee05a5737b7178/image_p020_t337_r005.png,"[0, 0, 1]",It has a ball at the top.,it has a ball at the top
456,456,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/4cf8166bbaab7c816fd1582e84bf3110/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/7daa2c16580e9f8ee055d2b52a9e17d8/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/183e79a892e4294d65666d9a7426c2c8/image_p020_t337_r005.png,"[0, 0, 1]",has a diamond patterned lamp shade,has a diamond patterned lamp shade
457,457,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2a3267758a3caeb7cf353869450feb9a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a47a54ea870ac35396280c8d384f22e4/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/68a94becfec1965e21d6b7a56ef55b4/image_p020_t337_r005.png,"[0, 0, 1]",lamp with four lights in a step pattern,lamp with four lights in a step pattern
458,458,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/13f46d5ae3e33651efd0188089894554/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/380a312c4eede2eb72ce68571bfc4bb2/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/68abd2755ff4588b545bbb1b2e749fb8/image_p020_t337_r005.png,"[0, 0, 1]",short lamp with short wide shade,short lamp with short wide shade
459,459,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/352d68b2a816640099e8bf807e902261/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e65eb892b1d1730e52470de2774d6099/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/eeffd79536a7ab3e597ff152ef65c9c3/image_p020_t337_r005.png,"[0, 0, 1]",A desk lamp,a desk lamp
460,460,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2161683c44a7dc356bd865f153842b49/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/587b4419a39cc088ccbc9e602dbf6a4a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2848ad36017ecc69b4169e4cad9bb63a/image_p020_t337_r005.png,"[0, 0, 1]",Choose the item with 3 lights on it.,choose the item with 3 lights on it
